question,answer
Người sử dụng lao động cần nắm được thông tin gì về người lao động?,Tình hình thời gian làm việc của người lao động
Người sử dụng lao động có thể sử dụng phương pháp nào để ghi chép thời gian làm việc?,"Ghi chép bằng thẻ chấm công, ghi chép thời gian sử dụng các thiết bị điện tử như máy tính"
Tại sao người sử dụng lao động cần quản lý thời gian làm việc?,"Vì trong khuôn khổ Luật lao động, có các quy định liên quan đến thời gian làm việc, ngày nghỉ, làm việc vào ban đêm, v.v."
Người sử dụng lao động có nghĩa vụ gì?,"Phải quản lý thời gian làm việc một cách hợp lý, bao gồm việc nắm bắt chính xác thời gian làm việc."
Mục đích của việc quản lý thời gian làm việc là gì?,Để nắm bắt một cách chính xác thời gian làm việc trong khuôn khổ Luật lao động.
Thời gian làm việc được định nghĩa như thế nào?,"Thời gian làm việc là khoảng thời gian người lao động làm việc dưới sự chỉ huy, điều khiển của người sử dụng lao động"
Những khoảng thời gian nào sẽ được tính là thời gian làm việc?,Thời gian người lao động tham gia vào công việc theo chỉ thị trực tiếp hoặc gián tiếp của người sử dụng lao động
Ví dụ về các khoảng thời gian được tính là thời gian làm việc được nêu ở đâu?,Các trường hợp từ a đến c
Thời gian thực hiện công việc chuẩn bị cần thiết cho nhiệm vụ được giao có được tính vào thời gian làm việc không?,"Có, thời gian này được tính vào thời gian làm việc."
Thời gian chờ có phải là thời gian làm việc không?,"Có, thời gian chờ cũng được tính vào thời gian làm việc."
Ai quyết định thời gian chờ và công việc chuẩn bị cần thiết cho nhiệm vụ được giao?,Người sử dụng lao động quyết định thời gian chờ và công việc chuẩn bị cần thiết cho nhiệm vụ được giao.
Người sử dụng lao động cần làm gì để quản lý chính xác thời gian làm việc?,"Phải kiểm tra thời gian bắt đầu, kết thúc làm việc của mỗi ngày làm việc và lưu lại thời gian đó"
"Thời gian tham gia các khóa đào tạo, huấn luyện bắt buộc cho công việc được tính như thế nào?",Được tính vào thời gian làm việc
"Mục đích của việc kiểm tra và lưu lại thời gian bắt đầu, kết thúc làm việc là gì?",Để quản lý được chính xác thời gian làm việc
Người sử dụng lao động phải làm gì khi tiến hành theo hình thức tự khai báo?,Phải xem xét thực hiện những biện pháp cần thiết
Đối tượng nào phải tự khai báo?,Những người lao động thuộc diện tự khai báo
Tại sao cần phải tiến hành điều tra tình trạng thực tế về thời gian làm việc?,Để xác minh thời gian làm việc có khớp với thời gian làm việc thực tế hay không
Khi nào cần điều chỉnh thời gian làm việc?,Khi thời gian làm việc xác minh qua hình thức tự khai báo không khớp với thời gian làm việc thực tế
Dữ liệu nào được sử dụng để so sánh với thời gian làm việc tự khai báo?,Hồ sơ ra vào hoặc ghi chép thời gian sử dụng máy tính
Tại sao cần tiến hành điều tra tình trạng thực tế?,Để điều chỉnh thời gian làm việc cho phù hợp
Cần làm gì khi yêu cầu người lao động báo cáo lý do ở lại nơi làm việc quá thời gian?,Xác minh tính chính xác của báo cáo đó
"Báo cáo về thời gian nghỉ giải lao, tham gia các khóa đào tạo tự nguyện, huấn luyện được coi là gì?",Không phải là thời gian làm việc
Thời gian làm việc được xác định như thế nào?,"Thời gian làm việc sẽ được coi là thời gian người lao động chịu sự chỉ huy, điều khiển của người sử dụng lao động, chẳng hạn như làm việc theo chỉ đạo của người sử dụng lao động."
Hình thức tự khai báo được xây dựng trên cơ sở nào?,Hình thức tự khai báo được xây dựng trên cơ sở giả định rằng người lao động sẽ khai báo chính xác.
Người sử dụng lao động nên làm gì để đảm bảo tính chính xác của báo cáo thời gian làm việc?,Người sử dụng lao động không nên xem xét thực hiện biện pháp cản trở người lao động khai báo chính xác về thời gian làm việc.
Mục đích của việc xác nhận thông báo nội bộ và biện pháp xử trí tại nơi làm việc là gì?,Để cắt giảm thời gian lao động làm thêm ngoài giờ
Tại sao việc tuân thủ thời gian làm việc lại quan trọng?,Việc tuân thủ thời gian làm việc theo quy định của Luật lao động là điều tất yếu
Làm thế nào để kiểm tra việc tuân thủ thời gian làm việc?,Cần kiểm tra xem liệu có tình trạng thực tế làm thêm giờ vượt quá số giờ cho phép nhưng lại ghi nhận là đã tuân thủ quy định hay không
Thỏa thuận lao động nào liên quan đến việc làm thêm giờ?,Thỏa thuận lao động hay còn gọi là Thỏa thuận 36
Người sử dụng lao động cần ghi chép những thông tin gì?,"Số ngày làm việc, số giờ làm việc, số giờ làm việc vào ngày nghỉ, số giờ làm thêm ngoài giờ và số giờ làm việc vào ban đêm cho từng người lao động."
Ai có trách nhiệm lập bảng lương chính xác?,Người sử dụng lao động
Căn cứ pháp lý nào quy định việc lập bảng lương?,Điều 108 của Luật lao động và Điều 54 của Quy tắc thi hành Luật lao động
Người sử dụng lao động có thể bị phạt bao nhiêu tiền nếu không ghi các điều khoản vào bảng lương?,"Người sử dụng lao động có thể bị phạt tiền lên đến 300,000 yên."
Người sử dụng lao động cần lưu trữ những loại tài liệu nào?,"Người sử dụng lao động phải lưu trữ danh sách người lao động, bảng lương và các tài liệu liên quan đến ghi chép thời gian làm việc."
Điều luật nào quy định về việc phạt người sử dụng lao động nếu không ghi đúng số giờ làm việc vào bảng lương?,Điều 120 của Luật này quy định về việc phạt người sử dụng lao động nếu không ghi đúng số giờ làm việc vào bảng lương.
"Người lao động cần làm gì khi đi muộn, về sớm, nghỉ làm hay ra khỏi nơi làm việc vì lý do cá nhân?",Phải xin phép trước và phải nhận được sự phê duyệt.
"Trường hợp nào không cần xin phép trước khi đi muộn, về sớm, nghỉ làm hay ra khỏi nơi làm việc?",Trường hợp không thể xin phép trước vì lý do bất khả kháng
"Người lao động cần làm gì sau khi đi muộn, về sớm, nghỉ làm hay ra khỏi nơi làm việc vì lý do bất khả kháng?",Phải nhanh chóng xin phép phê duyệt
Trường hợp nào sẽ khấu trừ lương?,"Trường hợp đã quy định ở khoản trước, về nguyên tắc sẽ khấu trừ lương đối với khoảng thời gian không lao động theo quy định tại Điều ４５."
Người lao động cần làm gì khi nghỉ liên tiếp ngày do đau ốm?,Phải nộp giấy chẩn đoán bệnh của bác sĩ.
Điều １８ quy định về vấn đề gì?,"Đi muộn, về sớm, nghỉ đột xuất, v.v."
"Thời gian làm việc, thời gian nghỉ giải lao và ngày nghỉ có quan trọng trong nội quy lao động không?","Có, đó là những điều khoản tuyệt đối cần thiết"
